Restaurant_name,Location,Average_rating,delivery_vs_dine_in_preference,Popular_cuisines,Open_day,Closed_day,Honest_review,overall_review,Links,operational_hours
"punjabi food delight's","malviya nagar, new delhi",3.8,"{'delivery_rating': 4.0, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","healthy and delicious, packing, quality, experience, food, taste",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/punjabi-food-delights-malviya-nagar-new-delhi,11
"the tandoori bites","munirka, new delhi",3.6,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-tandoori-bites-1-munirka-new-delhi,15
"annapurna bhojnalya","lala lajpat rai marg, new delhi",3.6,"{'delivery_rating': 4.0, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","poha, rajma, dal, kadhai paneer",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/annapurna-bhojnalya-lala-lajpat-rai-marg-new-delhi,24
"your's cafe","bhikaji cama place, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","500 for two people (approx.)",Mon,Sat,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/yours-cafe-bhikaji-cama-place-new-delhi,20
madira,"main market, satyaniketan, new delhi",3.5,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","noodle, snacks, drinks, pasta, momos, pizza",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/madira-satyaniketan-new-delhi,13
"cafe fling","amar colony, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","300 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-fling-amar-colony-new-delhi,15
"dilli dhaba","saket, new delhi",3.8,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.6, 'preference': 'Delivery'}","chicken 65, butter chicken, biryani, rice",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/dilli-dhaba-saket-new-delhi,13
"mahaul by yaara","anand lok, new delhi",4.1,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","1,200 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/mahaul-by-yaara-anand-lok-new-delhi,24
"pizza hut","green park, new delhi",3.4,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.1, 'preference': 'Delivery'}","600 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/pizza-hut-1-green-park-new-delhi,12
"domino's pizza","saket, new delhi",3.4,"{'delivery_rating': 4.0, 'dine_in_rating': 2.9, 'preference': 'Delivery'}","veg burger pizza, butterscotch mousse cake, chicken dominator, choco lava cake, paneer pizza, corn",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/dominos-pizza-1-saket-new-delhi,15
"cafe de flora","chanakyapuri, new delhi",1.9,"{'delivery_rating': 0.0, 'dine_in_rating': 3.8, 'preference': 'Dine-in'}","hot chocolate, cheesecake, pasta, drinks, pizza",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/cafe-de-flora-chanakyapuri-new-delhi,22
kathi,"malviya nagar, new delhi",3.3,"{'delivery_rating': 3.4000000953674316, 'dine_in_rating': 3.1, 'preference': 'Delivery'}","chilli chicken dry, chilli potatoes, rolls, fried rice",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/kathi-malviya-nagar-new-delhi,24
"tot- twist of taste","lajpat nagar 4, new delhi",1.7,"{'delivery_rating': 0.0, 'dine_in_rating': 3.4, 'preference': 'Dine-in'}","250 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/tot-twist-of-taste-lajpat-nagar-4-new-delhi,10
"pishori kharode wala","greater kailash 2 (gk2), new delhi",3.7,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","best in service, sanitised service, served quickly, portions, customizable food, fresh food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/pishori-kharode-wala-greater-kailash-gk-2-new-delhi,18
"shake shop","malviya nagar, new delhi",1.6,"{'delivery_rating': 0.0, 'dine_in_rating': 3.3, 'preference': 'Dine-in'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/shake-shop-malviya-nagar-new-delhi,18
"the pizza pies","sainik farms, new delhi",3.5,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.0, 'preference': 'Delivery'}","450 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-pizza-pies-sainik-farms-new-delhi,16
"pizza club","sainik farms, new delhi",3.4,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 2.9, 'preference': 'Delivery'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/pizza-club-sainik-farms-new-delhi,16
"fryeo - burger at first sight","greater kailash 1 (gk1), new delhi",3.4,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.0, 'preference': 'Delivery'}","500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/fryeo-burger-at-first-sight-greater-kailash-gk-1-new-delhi,13
"food bar","munirka, new delhi",3.7,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","good packing, cute packaging, food presentation, timely service, worth the money, great portions",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/food-bar-munirka-new-delhi,20
"the hungry birds","malviya nagar, new delhi",3.4,"{'delivery_rating': 4.0, 'dine_in_rating': 2.8, 'preference': 'Delivery'}","cute packaging, extensive menu, food presentation, worth the money, great portions, delicious food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-hungry-birds-malviya-nagar-new-delhi,24
"kumar's annapurna restaurant","south extension 1, new delhi",3.6,"{'delivery_rating': 4.0, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/kumars-annapurna-restaurant-south-extension-1-new-delhi,20
"india grill - hilton garden inn","hilton garden inn, saket, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","buffet, desserts, naan, pizza, chicken",Mon,Sat,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/india-grill-hilton-garden-inn-saket-new-delhi,17
"wow! chinese","malviya nagar, new delhi",3.8,"{'delivery_rating': 4.0, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/wow-chinese-malviya-nagar-new-delhi,17
"oberoi dhaba","mehrauli, new delhi",3.9,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","nice taste, polite staff, good taste, great food, worth the money, value for money",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/oberoi-dhaba-mehrauli-new-delhi,12
"tbsp - tablespoon","dlf avenue, saket, new delhi",2.3,"{'delivery_rating': 0.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","steak, pepperoni pizza, pizzas, dessert, pasta, drinks",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/tbsp-tablespoon-saket-new-delhi,11
"no. 1 uncles parantha","south extension 1, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","nice crowd, good portions, mouth watering food, amazing food, good service, value for money",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/no-1-uncles-parantha-south-extension-1-new-delhi,19
"cafe delhi heights","dlf promenade mall, vasant kunj, new delhi",4.1,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","pesto sauce pizza, lucy juicy burger, orange lemonade, delhi burger, lemonades, chicken fingers",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-delhi-heights-vasant-kunj-new-delhi,11
imperfecto,"hauz khas village, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","spinach lasagne, chicken pakora, risotto, sangria, spaghetti, cocktails",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/imperfecto-hauz-khas-village-new-delhi,12
"echoes cafe","defence colony, new delhi",1.9,"{'delivery_rating': 0.0, 'dine_in_rating': 3.8, 'preference': 'Dine-in'}","1,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/echoes-cafe-2-defence-colony-new-delhi,11
"the chai story","munirka, new delhi",3.9,"{'delivery_rating': 3.200000047683716, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","butter masala maggi, maska pao, butter toast, elaichi chai, sauteed veggies, bombay sandwich",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-chai-story-munirka-new-delhi,20
"mad over donuts","m block market, greater kailash 1 (gk1), new delhi",4.2,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","choco bomb, double trouble, nutella waffle, cappuccino, chocolate, coffee",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/mad-over-donuts-greater-kailash-gk-1-new-delhi,16
"cafe tesu","essex farms, adchini, new delhi",4.4,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","chicken poutine, mulled wine, truffle fries, eggs benedict, healthy breakfast, english breakfast",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-tesu-adchini-new-delhi,15
"pot pot - yum indian dining","dlf avenue, saket, new delhi",2.4,"{'delivery_rating': 0.0, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}","mutton kakori, jalebi, desserts, dal makhani, butter chicken, biryani",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/pot-pot-yum-indian-dining-saket-new-delhi,11
burger.in,"adchini, new delhi",3.7,"{'delivery_rating': 4.0, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","spicy chick burger, chicken nuggets, egg roll, burgers, sandwiches, fries",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/burger-in-adchini-new-delhi,15
"hauz khas official","hauz khas village, new delhi",3.6,"{'delivery_rating': 3.299999952316284, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","music and ambience, good wifi, young crowd, good music, customizable food, elaborate menu",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/hauz-khas-official-hauz-khas-village-new-delhi,12
"berco's - if you love chinese","m block market, greater kailash 1 (gk1), new delhi",4.1,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","chicken drum, crispy honey potatoes, chicken honey, thai spring roll, spice chicken, vegetable dimsums",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bercos-if-you-love-chinese-greater-kailash-gk-1-new-delhi,12
"kylin skybar","ambience mall, vasant kunj, new delhi",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","udon noodles, sushi, sangria, dimsums, cocktails, soups",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/kylin-skybar-vasant-kunj-new-delhi,12
anardana,"saket, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","hospitality, good music, main course, great food, customizable food, elaborate menu",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/anardana-saket-new-delhi,11
"pop seoul","greater kailash 1 (gk1), new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","comforting atmosphere, recommended place, reasonable prices, food presentation, wonderful presentation, nice place",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/pop-seoul-greater-kailash-gk-1-new-delhi,13
"h palate","greater kailash 1 (gk1), new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","weekend brunch, good wifi, good music, customizable food, elaborate menu, fresh food",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/h-palate-greater-kailash-gk-1-new-delhi,11
"evoo - eatery and pizzeria","geetanjali enclave, new delhi",2.3,"{'delivery_rating': 0.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","grilled chicken stuffed, chocolate orange, gnocchi, lamb shank, pepperoni pizza, ravioli",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/evoo-eatery-and-pizzeria-geetanjali-enclave-new-delhi,10
"bella vie","champa gali, new delhi",1.7,"{'delivery_rating': 0.0, 'dine_in_rating': 3.4, 'preference': 'Dine-in'}","young crowd, music, fresh food, good quality",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bella-vie-sainik-farms-new-delhi,11
"zaffran by kasbah","lala lajpat rai marg, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","pasta verdure, feta apple salad, bread platter, mutton ghee roast, daiquiri, garlic bread with cheese",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/zaffran-by-kasbah-lala-lajpat-rai-marg-new-delhi,16
"cho asian terrace & cocktail bar","ambawatta one complex, mehrauli, new delhi",4.3,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","amazing view, cooperative staff, clean and hygienic place, server, chef, excellent food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cho-asian-terrace-cocktail-bar-mehrauli-new-delhi,12
"anshu dhaba","saket, new delhi",3.9,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","deluxe veg thali, tandoori roti, tandoori chicken, dal makhni",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/anshu-dhaba-saket-new-delhi,13
"cold stone creamery","ambience mall, vasant kunj, new delhi",4,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","mint ice cream, waffle cone, icecream, chocolate, cakes",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cold-stone-creamery-vasant-kunj-new-delhi,14
"china bistro","select citywalk mall, saket, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","staff, experience, portion size, food quality, value for money, packaging",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/china-bistro-saket-new-delhi,11
"1 oak cafe & bar","defence colony, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","paneer peri peri, grilled cottage cheese steak, tequila sunrise, nachos n salsa, shisha, sangria",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/1-oak-cafe-bar-defence-colony-new-delhi,12
"sonido by maquina","hauz khas village, new delhi",1.9,"{'delivery_rating': 0.0, 'dine_in_rating': 3.8, 'preference': 'Dine-in'}","live music, vibe, ambience, fresh food, service, staff",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/sonido-by-maquina-hauz-khas-village-new-delhi,12
"moti mahal delux","vasant kunj, new delhi",3.4,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","butter paneer, paneer makhani, tandoori platter, panner tikka, parantha, butter chicken",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/moti-mahal-delux-1-vasant-kunj-new-delhi,11
"cafe blake","champa gali, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","1,300 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-blake-saket-new-delhi,12
"paparizza - woodfired pizzas","kailash colony, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","2,000 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/paparizza-woodfired-pizzas-kailash-colony-new-delhi,13
"mic drop 2.0","south extension 2, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","sushi, dimsums, cocktails, cheesecake, desserts, drinks",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/mic-drop-2-0-south-extension-2-new-delhi,12
"dirty rabbit","kailash colony, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","1,900 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/dirty-rabbit-2-kailash-colony-new-delhi,11
"the turkey project - pizzeria and sangria bar","defence colony, new delhi",4.5,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","jalapeno cheeseballs, curly fries, turkey, sangria, lamb, bacon",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-turkey-project-pizzeria-and-sangria-bar-defence-colony-new-delhi,11
"drums of heaven","green park, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","shanghai crispy chicken, drunken chicken, ma po tofu, hakka chowmein, ice cream sandwich, jumbo prawns",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/drums-of-heaven-green-park-new-delhi,12
paul,"select citywalk mall, saket, new delhi",4.4,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.4, 'preference': 'Delivery'}","french toast, croissant, latte, tiramisu, hot chocolate, cheesecake",Mon,Fri,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/paul-saket-new-delhi,11
jamun,"lodhi colony, new delhi",4.4,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.4, 'preference': 'Delivery'}","aloo tuk, dahi gol gappa, jamun kulfi, mutton ghee roast, ghee rice, tandoori tikka",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/jamun-lodhi-colony-new-delhi,11
"the red frog","hauz khas village, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","fair prices, cheap and affordable, variety of pizza, economical price, outdoor seating, good music",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-red-frog-hauz-khas-village-new-delhi,10
"the grammar room","mehrauli, new delhi",4.5,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}","mushroom melt, spicy fries, french toast, dessert counter, cookie, mocha",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-grammar-room-mehrauli-new-delhi,11
"refections cafe","lajpat nagar 2, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","beautiful ambience, cafe, perfect place, young crowd, elaborate menu, great place",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/refections-cafe-lajpat-nagar-2-new-delhi,12
"trattoria hugo","hauz khas, new delhi",1.6,"{'delivery_rating': 0.0, 'dine_in_rating': 3.2, 'preference': 'Dine-in'}","1,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/trattoria-hugo-hauz-khas-new-delhi,12
"le cantine","dlf promenade mall, vasant kunj, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","warm chocolate pudding, chicken ala kiev, chicken croquettes, grilled chicken breast, belgian chocolate, pesto pasta",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/le-cantine-vasant-kunj-new-delhi,11
"khi khi","basant lok market, vasant vihar, new delhi",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","2,500 for two people (approx.) without alcohol",Mon,Fri,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/khi-khi-vasant-vihar-new-delhi,7
"harajuku tokyo cafe","select citywalk mall, saket, new delhi",3.9,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.7, 'preference': 'Delivery'}","whiskey cake, katsu curry, potato salad, gyoza, chicken ham, croissant",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/harajuku-tokyo-cafe-saket-new-delhi,14
