,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
1403,Zanzi,4.2,0.0,"Mehrauli, New Delhi",2000,"₹2,000 for two people (approx.) with alcohol",1pm,1am,12.0,7,Mon,Sun,"['Loved the food and great service by Abhishek!', 'food was good but LIIT was the worst, no other person was there except us.\noverall avg experience, not so good for recommendation also they will mandatory charge 10% service charges', 'Food was average. Pizza was very basic, but worst part is behaviour of staff. Not at all professional and they force people to pay service charge which is against the law. Very rude staff. Go there if you want to ruin your day.', A Culinary Journey at Zanzi Tsuta: Exploring Modern Japanese Cuisine in Mehrauli\n\nNestled in the heart of Mehrauli""",https://www.zomato.com/ncr/zanzi-mehrauli-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",2.1
1404,Locale,3.8,4.2,"PVR Anupam Complex, Saket, New Delhi",3000,"Shredded Lamb Burger, Purple Shadow, Molten Chocolate Lava, Veg Extravaganza Pizza, Tiramisu, Falafel",12noon,12midnight,12.0,7,Mon,Sun,"[Horrible vibe""",https://www.zomato.com/ncr/locale-saket-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.9999999046325683
1405,Saleem's Restaurant,3.9,4.2,"Kailash Colony, New Delhi",1100,"Kadhai Gosht, Sikandari Raan, Mutton Nahari, Chicken Burra, Authentic Mughlai Food, Afghan Chicken",12noon,12,12.0,7,Mon,Sun,"['Stinking chicken', 'pathetic service. stale food']",https://www.zomato.com/ncr/saleems-restaurant-kailash-colony-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.0499999046325685
1406,Gung The Palace,4.1,4.4,"Green Park, New Delhi",3500,"Kimchi, Beef, Sea Food, Seafood, Soup, Salad",11am,10,10.0,7,Mon,Sun,"['Authentic Kimchi', 'Too oily', 'Good but expensive', 'Best of the best Korean food I guarantee from Korea wow']",https://www.zomato.com/ncr/gung-the-palace-green-park-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.1, 'preference': 'Delivery'}",4.250000047683716
1407,Perch Wine & Coffee Bar,3.9,4.3,"DLF Avenue, Saket, New Delhi",1600,"₹1,600 for two people (approx.) Without alcohol",11am,11pm,12.0,7,Mon,Sun,"['Don’t have the food here. I don’t write reviews if food is either really awesome or really horrible. Sadly here food was really horrible. Tried their balsamic chicken and mushroom open toast and left half of both. Both tasted really bad. Service was good though.', 'Service was slow & the cold coffee was below average.', 'Had a pleasant breakfast with a lovely view! The service was quick and the staff was efficient. Ordered iced Vietnamese coffee - was top notch quality. Also ordered a smoked chicken sandwich - and it was worth every penny! Will definitely be coming for more. :)']",https://www.zomato.com/ncr/perch-wine-coffee-bar-saket-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.100000095367432
1408,The Chatter House,4.3,4.4,"Epicuria Food Mall, Nehru Place, New Delhi",2500,"Jalapeno Cheeseballs, Chocolate Hazelnut Mousse, Burnt Garlic Soup, Breakfast Platter, Juicy Lucy, Apple Crumble",12noon,1am,13.0,7,Mon,Sun,"['Good hospitality', 'One of the hidden gems of South Delhi. Good food, cocktails and service make it a satisfying experience. Also, their happy hour policy is very generous in terms of hours it applies.', 'Food is nowhere near expectations. Even though there is mostly Mediterranean food on menu, there is absolutely no Mediterranean touch in the food. We ordered Ceasar salad in which there was only mayo, lettuce and bread crumbs. Other dishes ordered were also not having the same ingredients as required to prepare the food.']",https://www.zomato.com/ncr/the-chatter-house-nehru-place-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.350000047683716
1409,Suribachi,3.6,4.2,"Malviya Nagar, New Delhi",2500,"Eggplant Parmesan, Kung Pao Chicken, Paneer Tikka, Drinks, Chicken",12noon,12midnight,12.0,7,Mon,Sun,"['Really worse , staff is over relaxed ,', 'Really good food and quick service. Loved the chicken tikka a LOT', 'Our house is less than 10 mins walking distance from the restaurant but still order came 15 mins late and no apologies']",https://www.zomato.com/ncr/suribachi-malviya-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.6, 'preference': 'Delivery'}",3.899999904632568
1410,Silly,3.9,0.0,"Mehrauli, New Delhi",2000,"₹2,000 for two people (approx.)",12noon,1am,13.0,7,Mon,Sun,"['Sorry to say this..but Not just the name but the people running the place seem to be silly too!!\n\nThe Place shows open now on Instagram. But the Phone was not reachable.\n\nThen we checked on zomato n google. It Showed open. So Booked thru the online resrvation system and booking was confirmed.\n\nWe Reached the place after drive of 1 hr and the guard outside Silly’s building tells us the restaurant is closed. It is Appalling and unprofessional. Called their numbers again but they were switched off. They Wasted our time and ruined our Saturday plans. Should have atleast taken the listing off!!', 'I would highly recommend not to visit this restaurant, first of all it’s somewhere at the back of a building which is difficult to find, the food was horrible and Ofcourse over priced, nothing about the place is appealing so pls save your money and go to other restaurants around Qutab', 'The ambience is nice and that’s about it. Food is average, service is poor. There were no other customers and still we literally had to scream for them to give us a glass of water. Only good part was the view of qutab minar. You can very easily miss the entrance on MG road and there was no guard at the gate to guide and we kept wondering if we were entering a wrong place.\nOne time visit for the ambience.', 'The food was absolutely yummy with a perfect ambience & view that one could ask for! The Place has a cozy and party vibe both. The service was really good!\nMust try the pasta & the panner popcorn!', 'Located in Mehrauli it’s a hidden gem\nPolite staff and lovelu service\nFood and drinks were delicious!\nLoved the corn starters\nTiramisu and sushi was really good']",https://www.zomato.com/ncr/silly-mehrauli-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",1.95
1411,Dosa Coffee,4.5,4.2,"Kalkaji, New Delhi",1000,"Ambience, Value for Money, Packaging, Food",8am,11pm,15.0,7,Mon,Sun,"['amazing food ... very neat packaging love the sambhar it tastes soo good', 'Very very oily']",https://www.zomato.com/ncr/dosa-coffee-kalkaji-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.349999904632568
1412,Uncafe,4.7,4.4,"Green Park, New Delhi",1100,"Great Place for Family, Perfect Place, Food Presentation, Wonderful Presentation, Decor, Cute Packaging",8am,10pm,14.0,7,Mon,Sun,"['The wrap is soooooo salty and I could not finish the wrap and left it', 'All salads I’ve tried have been amazing - delicious, healthy, perfect portions and reasonably priced', 'Couscous was soft and fluffy but the falafel were a bit dense and not crisp. Overall, the salad is a good mix of different textures and flavours.', 'good and great. timely delivery']",https://www.zomato.com/ncr/uncafe-1-green-park-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",4.5500000476837155
1413,Moti Mahal Delux - Legendary Culinary,3.3,4.0,"Malviya Nagar, New Delhi",700,"Mix Veg, Butter Chicken, Dal Makhni, Tandoori Chicken",11am,11pm,12.0,7,Mon,Sun,"['I enjoyed eating food', 'very nyc night dinner', 'Have been eating for past 5 years. Strongly recommend', 'we have been visiting this restaurant for more than 8 years now and the food here is too good. plus the staff is also very nice', 'Ordered dhal makhani and fire chicken. Both were rlly yummy.']",https://www.zomato.com/ncr/moti-mahal-delux-legendary-culinary-malviya-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.0, 'dine_in_rating': 3.3, 'preference': 'Delivery'}",3.65
1414,The Beer Cafe Tap Room,4.5,4.0,"DLF Avenue, Saket, New Delhi",2000,"₹2,000 for two people (approx.) with alcohol",11am,11,11.0,7,Mon,Sun,"['Tapan was really helpful and had a great experience with services', 'I alwaz go to this place due to 2 main reasons.\n1. Sudhir who works there is very hospitable.\n2. Love the ambience of overall shopping mall.', 'Drinks and food both were really nice. Our wait staff was also quick and efficient. Music was also at a decent volume.\nOverall, will recommend', 'great service by surender he is very polite and kind. and great food by Naveen', 'price was not as mentioned in Zomato. many options are not available. only few options of beer/beverage available. price was too high']",https://www.zomato.com/ncr/the-beer-cafe-tap-room-saket-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.25
1415,Honey & Dough,4.3,4.3,"Malviya Nagar, New Delhi",1100,"Potato Puff, Spinach Omelette, Mama Rosa Pasta, Cheese Croissant, Macaroon, Iced Peach Tea",9am,11pm,14.0,7,Mon,Sun,['The omelette was not prepared well this time'],https://www.zomato.com/ncr/honey-dough-malviya-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.300000095367432
1416,Ditas,4.3,4.3,"Ambawatta One Complex, Mehrauli, New Delhi",2600,"Vanilla Creme Brulee, Grilled Prawns, Chocolate Fudge, Cocktails, Dessert, Salad",12noon,1am,13.0,7,Mon,Sun,"['Very overrated.. the quantity was very less as compared to the price and the food was okish overall they should bring some changes .', 'the food and the ambience was reallyy good!! definitely worth for money', 'The vibe and the food is just superb.! It’s my favourite place in Delhi', 'Their signature hot chocolate fudge is the besttttttttttt ❤️', 'Don’t bother. The food is mediocre, and the service is much worse. The hostess at the front counter was incredibly rude, and seemed like almost went out of her way to appear rude to customers. Pretty much spoils your experience if you’re greeted rudely at the entrance for no good reason. The inside service was a little better, but still nothing great. The food was fine, but nothing exciting, just mediocre. The taste of the food was mostly flat and bland, and the cocktail was barely half filled with a piece of what looked like rotten fruit in it. And for some reason they were refusing people the table of their choice because it was reserved, but the place was 90% empty the 2 hours that...read more']",https://www.zomato.com/ncr/ditas-mehrauli-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.300000095367432
1417,Blanca,3.8,0.0,"Chhatarpur, New Delhi",1800,"₹1,800 for two people (approx.)",9am,11pm,14.0,7,Mon,Sun,"['What food..what ambience..terrific in every aspect..tenderloin sliders is to die for😍 coffee lovers must must visit!!', Blanca offered a minimalist yet elegant ambiance. The service was attentive""",https://www.zomato.com/ncr/blanca-chhatarpur-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 0.0, 'dine_in_rating': 3.8, 'preference': 'Dine-in'}",1.9
1418,The Dessart Gallery - By Veg Gulati,4.1,4.2,"Green Park, New Delhi",400,"Elaborate Menu, Customizable Food, Ambience, Fresh Food, Good Quality, Experience",8am,11,11.0,7,Mon,Sun,"['This sundae was supper tempting along with customised chocobars! Recommend visiting this place with your sweet tooth friends. 🤤', 'excellant', 'it is not properly filled and packed!!']",https://www.zomato.com/ncr/the-dessart-gallery-by-veg-gulati-green-park-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.1, 'preference': 'Delivery'}",4.149999904632568
1419,The Humble Pizzeria,4.4,4.4,"SDA Market, SDA, New Delhi",1000,"Corn Taco, Chimichanga, Burrito, Quesadilla, Tacos, Salsa",12midnight,3am,3.0,7,Mon,Sun,"['No spoon or fork with food.', 'Good ambience, pizza dough needs improvement', 'Bland and weird taste', 'kebab?', The pasta was fabulous. Just wish they didn't send it in a plastic container. What paste did you guys put on the garlic bread? Paired up well with the pasta""""]""""",https://www.zomato.com/ncr/the-humble-pizzeria-sda-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.4, 'preference': 'Delivery'}",4.400000047683716
1420,Pete's Deli,3.7,4.4,"Hauz Khas, New Delhi",700,"Customizable Food, Elaborate Menu, Fresh Food, Good Quality, Value for Money, Staff",11am,9,22.0,7,Mon,Tue,"[I hardly write reviews""",https://www.zomato.com/ncr/petes-deli-hauz-khas-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",4.0500000476837155
1421,Carnatic Cafe,4.4,4.3,"M Block Market, Greater Kailash 2 (GK2), New Delhi",400,"Obbattu, Bombat Dosa, Raagi Dosa, Thatte Idli, Mysore Plain Dosa, Neer Dosa",9am,10,10.0,7,Mon,Sun,"['I got 2 rava plain dosas instead of one masala & 1 plain rava . Not sure if I got the extra coconut chutney or sambhar I ordered . And the dosas reached hard', 'When I want to indulge in ghee and podi, I always gravitate to this place. My standard order here is the thatte idli and the Malleshwaram 18th cross special dosa. Usually this would suffice 2 people if they share, but for me, I choose to gorge on it all on my own! They didn’t disappoint this time either. Service is fast and very efficient. Do ask for Ratan if you come to the gk 2 branch, he’ll share some great recommendations!']",https://www.zomato.com/ncr/carnatic-cafe-greater-kailash-gk-2-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.350000095367432
1422,Bohca,4.1,0.0,"Qutab Institutional Area, New Delhi",2500,"Outside Area, Bar, Great Service, Management, Portions, Music",12noon,6,18.0,7,Mon,Sun,"['Reema at the entrance was so rude and full of attitude, doesnt even know how to talk politely with customers. Such a pathetic attitude, would be better to train such arrogant staff.', 'Worst staff … so rude behaviour specially the manager doesn’t knows how to behave.. With such a rude and misbehaving manager how can we expect the staff to workwell. Food and ambience is avg. Just an overrated place.', I don't understand how this place is successful and functioning when the staff at the gate is so rude. it's not like we as customers are asking for free things - when customers are willing to pay what's the point of denying entry to everyone who isn't on the guestlist in order to maintain a so-called EXCLUSIVE aura around their establishment.\n\nUpon questioning these policies the lady and the staff at the gate become hostile""",https://www.zomato.com/ncr/bohca-qutab-institutional-area-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",2.05
1423,WOW! Momo,4.0,3.6,"Chhatarpur, New Delhi",400,"Very Little Prep Time, Best Place, Tasty, Proper Packaging, Good Place, Ambiance",11am,11pm,12.0,7,Mon,Sun,"['tThe momos and burger were cold and soggy', 'Momos are stinky.\nThey delivered the wrong flavor of beer.', thank you\ntoday's food was delicious""""]""""",https://www.zomato.com/ncr/wow-momo-chhatarpur-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",3.799999952316284
1424,Aggarwal Sweet Corner,3.3,4.0,"Kalkaji, New Delhi",300,₹300 for two people (approx.),8am,11pm,15.0,7,Mon,Sun,"['Very poor quality I need my refund', 'literally way too bad', 'bad quality and not eatable']",https://www.zomato.com/ncr/aggarwal-sweet-corner-kalkaji-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.3, 'preference': 'Delivery'}",3.65
1425,Delhi Fuel Station - Your Everyday Bar,3.7,0.0,"Sheikh Sarai, New Delhi",1400,"₹1,400 for two people (approx.) Without alcohol",2pm,3am,13.0,7,Mon,Sun,"['Place is closed please remove such restaurants from your application', there was almost no food option available from their menu. to our horror""",https://www.zomato.com/ncr/delhi-fuel-station-your-everyday-bar-sheikh-sarai-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}",1.85
1426,Leo's,3.2,4.2,"Amar Colony, New Delhi",1400,"₹1,400 for two people (approx.)",12noon,10,10.0,7,Mon,Sun,['The best Naples Margaritha pizza in Delhi. A full 11/10.'],https://www.zomato.com/ncr/leos-amar-colony-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.2, 'preference': 'Delivery'}",3.6999999046325684
1427,Chocolateria San Churro,3.7,4.2,"M Block Market, Greater Kailash 2 (GK2), New Delhi",1200,"Chocolate Tapas, Churro Sundae, Mocha, Hot Coffee, Hummus, Pastries",10am,12midnight,14.0,7,Mon,Sun,"['Most yummiest churros and chocolate dips', I ordered kids churros but they were so hard that even I can't break it up and eat. really bad did not expect this getting 3 small churros for 379""""""",https://www.zomato.com/ncr/chocolateria-san-churro-greater-kailash-gk-2-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.9499999046325684
1428,Thalairaj Biryani,4.3,4.4,"Kailash Colony, New Delhi",600,₹600 for two people (approx.),11am,11pm,12.0,7,Mon,Sun,"['it was yum', 'good']",https://www.zomato.com/ncr/thalairaj-biryani-kailash-colony-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.350000047683716
1429,Kofuku,4.3,4.4,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",2500,"Super Crunchy Roll, Kakuni Pork, Okonomiyaki, Spicy Edamame, Mochi Ice Cream, Sushi Boat",12noon,11pm,11.0,7,Mon,Sun,"['Hello! I am a regular patron of Kofuku and order once a month at least. This time I have been disappointed for two reasons -\n\n1) There are no restaurant coupons anymore for discount. as a regular customer this really saddens me\n\n2) there was a hair INSIDE my sushi! I am attaching pic for reference.\n\nDEEPLY Disappointed', 'Taste was fine but they have reduced shushi size by 1/3 , i am a regular client and its not the right thing to do on thier part\nbut its thier outlook and policy cant comment on it', 'The quantity of salmon has reduced significantly. The maki included tuna and salmon, and the nigiri had no salmon. Thoroughly disappointed.']",https://www.zomato.com/ncr/kofuku-khel-gaon-marg-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.350000047683716
1430,Hong's Kitchen - Hearty! Tasty! Chinese!,4.0,4.2,"PVR Anupam Complex, Saket, New Delhi",500,"Honey Chilli Potato, Veg Momos, Spring Roll, Noodles",11am,12midnight,13.0,7,Mon,Sun,"['food was smelling very badly like cook use used oil too bad experience', 'Super salty momos. We couldn’t eat ☹️']",https://www.zomato.com/ncr/hongs-kitchen-hearty-tasty-chinese-saket-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.099999904632568
1431,Biryani Blues,3.9,4.4,"Malviya Nagar, New Delhi",1200,"Chocolate Cup, Masala Paneer, Chicken Tenders, Authentic Hyderabadi Biryani, Mirchi Ka Salan, Paneer Biryani",11am,3am,16.0,7,Mon,Sun,"['Portion size too small. Either increase the size of kawabs or the number', biryani 's rice was less cooked.""""]""""",https://www.zomato.com/ncr/biryani-blues-malviya-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.150000047683716
1432,Depot48,4.5,4.1,"M Block Market, Greater Kailash 2 (GK2), New Delhi",2500,"Guacamole, Taco, Waffles, Salsa, Chips, Drink",5pm,12midnight,7.0,7,Mon,Fri,"['I know it was pride month & usually it can get crowded but the management did not do a great job handling event or considering the non alcoholics like me . (Then I had to buy a cocktail because they were not considering non alcoholic options like cold coffee or fresh lime soda )\nPlease get more ac & fix your seating arrangement .', 'Top notch food!', 'Music was horrible!', 'The fish fillet was totally burnt', 'Smelly pizza']",https://www.zomato.com/ncr/depot48-greater-kailash-gk-3-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.299999952316284
1433,Sukiya,4.2,4.4,"Nehru Place, New Delhi",400,"Ramen, Fried Chicken, Sauce, Rice",11am,9,22.0,7,Mon,Sun,"['Love it!', 'The mango banana smoothie was awesome but the matcha latte was a flop show']",https://www.zomato.com/ncr/sukiya-nehru-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.2, 'preference': 'Delivery'}",4.3000000476837155
1434,NARU,3.9,4.3,"Hauz Khas Village, New Delhi",500,₹500 for two people (approx.),12midnight,2,2.0,7,Mon,Sun,"['stale food caused stomach aches', 'Visited naru recently and i am so glad i found this place!\n\n\nAmbience- great atmosphere, fun vibe\n\n\nService- friendly and helpful staff. Very quick food service.\n\n\n$$ money wise - it cannot get more pocket friendly than this esp with such good quality veggies, meat & fish\n\n\nFood- it was sooooo unexpectedly good! I would travel for this any time of the week. It’s simple, warm , hearty and comfort food.\n\n\nRamen chicken- 5/5 excellent! We were not ready for that. The noodles had the perfect bite, the broth was YUM (hello winter meals!) the chicken was succulent.\n\n\nPork poke bowl- 5/ 5\nThe pork was melt in your mouth. Great proportion of veggies, meat and rice.\nThe only thing i may...read more']",https://www.zomato.com/ncr/naru-hauz-khas-village-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.100000095367432
1435,Got Tea,4.2,4.5,"M Block Market, Greater Kailash 2 (GK2), New Delhi",600,"Vibe, Good Music, Good Wifi, Hospitality, Customizable Food, Elaborate Menu",9am,11pm,14.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/got-tea-greater-kailash-gk-2-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.5, 'dine_in_rating': 4.2, 'preference': 'Delivery'}",4.35
1436,The Living Room,3.6,4.0,"Hauz Khas Village, New Delhi",1000,"₹1,000 for two people (approx.)",11am,12midnight,13.0,7,Mon,Sun,"['It was a wonderful experience visiting living room it’s been sometime I have been here… Aana was really really awesome and so Lin. We would love to visit again. Also bring your friend !!!', 'decent place for fine dining and not that expensive too', 'Ning shang helena are so lovely and preety so professional excellent service loved itttt!!!!❤️❤️❤️👍👍👍', 'excellent food with a great ambience really enjoyed the place with a very lovely live music 🎶 🎵 😀', 'excellent ambience with great food,very relaxed place specially loved the cocktail and TLR home made baileys']",https://www.zomato.com/ncr/the-living-room-hauz-khas-village-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.6, 'preference': 'Delivery'}",3.8
1437,Bhansaghar,4.4,4.1,"Safdarjung, New Delhi",1200,"Crew, Very Affordable, Lights, Best Food under Best Budget, Portions, Ambiance",1pm,11pm,10.0,7,Mon,Sun,"['Food was uncooked ,', 'Ordered jhol momos , momos were undercooked and the jhol was too oily', 'The fish curry was stale and too bad in taste', 'Quantity was lesser than expected']",https://www.zomato.com/ncr/bhansaghar-safdarjung-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.249999952316284
1438,GK 1 Moti Mahal Delux,3.5,4.0,"Greater Kailash 1 (GK1), New Delhi",1700,"Interior, Good Wifi, Fast Delivery, Reasonable Prices, Student Crowd, Great Ambience",11am,11,11.0,7,Mon,Sun,"['Well looked after by Kiran', 'Awesome Butter Chicken. Exactly how I remember', 'Jitendra ji served us very well and took great care of our good experience', 'A restaurant that lost its glory completely. A few years back they had a court case and the original staff left. The location of the restaurant which represented its prestige shifted to the 1st floor and the ambience deteriorated. The servers no longer greet, dont even smile at you, they dont customise anything for you. A lot of times the food they serve looks and tastes stale and must have been made 2-3 days earlier. Staff is just there. No one cares about the customers. These guys didnt even try to retain old customers. You go there on a friday evening or Saturday.. the restaurant where people struggled to get a table on such a day, its half empty, sometimes almost completely empty....read more']",https://www.zomato.com/ncr/gk-1-moti-mahal-delux-greater-kailash-gk-1-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.5, 'preference': 'Delivery'}",3.75
